annotations,split,image_id,panoid,heading,gsv_image_path
[],train,image405677,405677,218,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_405677_218.jpg
[],train,image368597,368597,77,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_368597_77.jpg
[],train,image350312,350312,63,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_350312_63.jpg
[],train,image538807,538807,152,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_538807_152.jpg
[],train,image565216,565216,2,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_565216_2.jpg
[],train,image545793,545793,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_545793_0.jpg
[],train,image523429,523429,184,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_523429_184.jpg
[],train,image433237,433237,192,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_433237_192.jpg
[],train,image371953,371953,94,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_371953_94.jpg
[],train,image362254,362254,268,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_362254_268.jpg
[],train,image472951,472951,44,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_472951_44.jpg
[],train,image356312,356312,113,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_356312_113.jpg
[],train,image441933,441933,219,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_441933_219.jpg
[],train,image551721,551721,60,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_551721_60.jpg
[],train,image406794,406794,76,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_406794_76.jpg
[],train,image533349,533349,163,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_533349_163.jpg
[],train,image453103,453103,88,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_453103_88.jpg
[],train,image566414,566414,145,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_566414_145.jpg
[],train,image445836,445836,182,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_445836_182.jpg
[],train,image549931,549931,146,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_549931_146.jpg
[],train,image537132,537132,32,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_537132_32.jpg
[],train,image487489,487489,25,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_487489_25.jpg
[],train,image411773,411773,117,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_411773_117.jpg
[],train,image468100,468100,267,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_468100_267.jpg
[],train,image379449,379449,145,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_379449_145.jpg
[],train,image475850,475850,113,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_475850_113.jpg
[],train,image369431,369431,237,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_369431_237.jpg
[],train,image385425,385425,100,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_385425_100.jpg
[],train,image340553,340553,138,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_340553_138.jpg
[],train,image560691,560691,41,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_560691_41.jpg
[],train,image537910,537910,75,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_537910_75.jpg
[],train,image369387,369387,140,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_369387_140.jpg
[],train,image371990,371990,225,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_371990_225.jpg
[],train,image502868,502868,59,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_502868_59.jpg
[],train,image415006,415006,6,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_415006_6.jpg
[],train,image362248,362248,43,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_362248_43.jpg
[],train,image470310,470310,64,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_470310_64.jpg
[],train,image540181,540181,55,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_540181_55.jpg
[],train,image419606,419606,144,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_419606_144.jpg
[],train,image370460,370460,191,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_370460_191.jpg
[],train,image375436,375436,79,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_375436_79.jpg
[],train,image350455,350455,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_350455_22.jpg
[],train,image353327,353327,251,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_353327_251.jpg
[],train,image377387,377387,81,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_377387_81.jpg
[],train,image423622,423622,90,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_423622_90.jpg
[],train,image475253,475253,6,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_475253_6.jpg
[],train,image498364,498364,221,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_498364_221.jpg
[],train,image478027,478027,190,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_478027_190.jpg
[],train,image366042,366042,84,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_366042_84.jpg
[],train,image523539,523539,268,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_523539_268.jpg
[],train,image455541,455541,132,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_455541_132.jpg
[],train,image399557,399557,118,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_399557_118.jpg
[],train,image469615,469615,124,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_469615_124.jpg
[],train,image488888,488888,127,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_488888_127.jpg
[],train,image375148,375148,24,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_375148_24.jpg
[],train,image544398,544398,71,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_544398_71.jpg
[],train,image400471,400471,252,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_400471_252.jpg
[],train,image492496,492496,135,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_492496_135.jpg
[],train,image562427,562427,109,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_562427_109.jpg
[],train,image330253,330253,68,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_330253_68.jpg
[],train,image424890,424890,70,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_424890_70.jpg
[],train,image454253,454253,12,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_454253_12.jpg
[],train,image591600,591600,175,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_591600_175.jpg
[],train,image360289,360289,178,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_360289_178.jpg
[],train,image478091,478091,50,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_478091_50.jpg
[],train,image504741,504741,71,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_504741_71.jpg
[],train,image397578,397578,106,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_397578_106.jpg
[],train,image440207,440207,63,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_440207_63.jpg
[],train,image327681,327681,8,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_327681_8.jpg
[],train,image354480,354480,24,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_354480_24.jpg
[],train,image522609,522609,18,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_522609_18.jpg
[],train,image416490,416490,35,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_416490_35.jpg
[],train,image421129,421129,9,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_421129_9.jpg
[],train,image412793,412793,35,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_412793_35.jpg
[],train,image503036,503036,265,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_503036_265.jpg
[],train,image446667,446667,80,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_446667_80.jpg
[],train,image356321,356321,92,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_356321_92.jpg
[],train,image583421,583421,10,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_583421_10.jpg
[],train,image461253,461253,157,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_461253_157.jpg
[],train,image355662,355662,154,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_355662_154.jpg
[],train,image541886,541886,72,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_541886_72.jpg
[],train,image579219,579219,64,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_579219_64.jpg
[],train,image444733,444733,229,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_444733_229.jpg
[],train,image453052,453052,62,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_453052_62.jpg
[],train,image475185,475185,5,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_475185_5.jpg
[],train,image410413,410413,19,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_410413_19.jpg
[],train,image496421,496421,69,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_496421_69.jpg
[],train,image486500,486500,204,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_486500_204.jpg
[],train,image554176,554176,160,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_554176_160.jpg
[],train,image330994,330994,114,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_330994_114.jpg
[],train,image560133,560133,71,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_560133_71.jpg
[],train,image513940,513940,21,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_513940_21.jpg
[],train,image378754,378754,244,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_378754_244.jpg
[],train,image361638,361638,68,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_361638_68.jpg
[],train,image523688,523688,124,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_523688_124.jpg
[],train,image333722,333722,151,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_333722_151.jpg
[],train,image571668,571668,105,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_571668_105.jpg
[],train,image556844,556844,259,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_556844_259.jpg
[],train,image395883,395883,171,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_395883_171.jpg
[],train,image402721,402721,21,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_402721_21.jpg
[],train,image511294,511294,65,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_511294_65.jpg
[],train,image442459,442459,254,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_442459_254.jpg
[],train,image591459,591459,19,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_591459_19.jpg
[],train,image329011,329011,41,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_329011_41.jpg
[],train,image426245,426245,78,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_426245_78.jpg
[],train,image447563,447563,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_447563_48.jpg
[],train,image412497,412497,60,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_412497_60.jpg
[],train,image408319,408319,63,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_408319_63.jpg
[],train,image391516,391516,109,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_391516_109.jpg
[],train,image573410,573410,145,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_573410_145.jpg
[],train,image373803,373803,1,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_373803_1.jpg
[],train,image400634,400634,109,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_400634_109.jpg
[],train,image428378,428378,36,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_428378_36.jpg
[],train,image417724,417724,43,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_417724_43.jpg
[],train,image357544,357544,193,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_357544_193.jpg
[],train,image499003,499003,152,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_499003_152.jpg
[],train,image350062,350062,236,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_350062_236.jpg
[],train,image434723,434723,199,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_434723_199.jpg
[],train,image361380,361380,79,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_361380_79.jpg
[],train,image357067,357067,1,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_357067_1.jpg
[],train,image413536,413536,95,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_413536_95.jpg
[],train,image331958,331958,122,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_331958_122.jpg
[],train,image476377,476377,117,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_476377_117.jpg
[],train,image464478,464478,2,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_464478_2.jpg
[],train,image555327,555327,32,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_555327_32.jpg
[],train,image362683,362683,101,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_362683_101.jpg
[],train,image346911,346911,199,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_346911_199.jpg
[],train,image522070,522070,202,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_522070_202.jpg
[],train,image395672,395672,102,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_395672_102.jpg
[],train,image400393,400393,257,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_400393_257.jpg
[],train,image418955,418955,204,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_418955_204.jpg
[],train,image482595,482595,41,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_482595_41.jpg
[],train,image575468,575468,243,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_575468_243.jpg
[],train,image336089,336089,226,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_336089_226.jpg
[],train,image493116,493116,47,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_493116_47.jpg
[],train,image511147,511147,191,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_511147_191.jpg
[],train,image433864,433864,172,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_433864_172.jpg
[],train,image412847,412847,61,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_412847_61.jpg
[],train,image407326,407326,253,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_407326_253.jpg
[],train,image525348,525348,137,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_525348_137.jpg
[],train,image573257,573257,41,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_573257_41.jpg
[],train,image390474,390474,41,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_390474_41.jpg
[],train,image346114,346114,93,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_346114_93.jpg
[],train,image406591,406591,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_406591_0.jpg
[],train,image540109,540109,50,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_540109_50.jpg
[],train,image503434,503434,20,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_503434_20.jpg
[],train,image403637,403637,84,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_403637_84.jpg
[],train,image369820,369820,246,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_369820_246.jpg
[],train,image404980,404980,168,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_404980_168.jpg
[],train,image368977,368977,217,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_368977_217.jpg
[],train,image397283,397283,269,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_397283_269.jpg
[],train,image393373,393373,158,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_393373_158.jpg
[],train,image433829,433829,57,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_433829_57.jpg
[],train,image517622,517622,21,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_517622_21.jpg
[],train,image546378,546378,194,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_546378_194.jpg
[],train,image585276,585276,8,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_585276_8.jpg
[],train,image363973,363973,36,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_363973_36.jpg
[],train,image498553,498553,122,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_498553_122.jpg
[],train,image348879,348879,99,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_348879_99.jpg
[],train,image436508,436508,204,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_436508_204.jpg
[],train,image360763,360763,114,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_360763_114.jpg
[],train,image324623,324623,260,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_324623_260.jpg
[],train,image439127,439127,4,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_439127_4.jpg
[],train,image440807,440807,38,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_440807_38.jpg
[],train,image358242,358242,257,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_358242_257.jpg
[],train,image485962,485962,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_485962_22.jpg
[],train,image550626,550626,89,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_550626_89.jpg
[],train,image535067,535067,72,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_535067_72.jpg
[],train,image376415,376415,65,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_376415_65.jpg
[],train,image348867,348867,163,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_348867_163.jpg
[],train,image387256,387256,73,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_387256_73.jpg
[],train,image366891,366891,45,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_366891_45.jpg
[],train,image333609,333609,167,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_333609_167.jpg
[],train,image324588,324588,67,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_324588_67.jpg
[],train,image428464,428464,15,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_428464_15.jpg
[],train,image386452,386452,26,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_386452_26.jpg
[],train,image409364,409364,20,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_409364_20.jpg
[],train,image415835,415835,148,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_415835_148.jpg
[],train,image541189,541189,247,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_541189_247.jpg
[],train,image351467,351467,107,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_351467_107.jpg
[],train,image530853,530853,136,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_530853_136.jpg
[],train,image346311,346311,33,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_346311_33.jpg
[],train,image326705,326705,34,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_326705_34.jpg
[],train,image365697,365697,120,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_365697_120.jpg
[],train,image367996,367996,45,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_367996_45.jpg
[],train,image472571,472571,17,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_472571_17.jpg
[],train,image344861,344861,88,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_344861_88.jpg
[],train,image472654,472654,71,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_472654_71.jpg
[],train,image330893,330893,6,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_330893_6.jpg
[],train,image453927,453927,159,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_453927_159.jpg
[],train,image372769,372769,214,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_372769_214.jpg
[],train,image379898,379898,69,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_379898_69.jpg
[],train,image396286,396286,112,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_396286_112.jpg
[],train,image383505,383505,212,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_383505_212.jpg
[],train,image520288,520288,172,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_520288_172.jpg
[],train,image560455,560455,57,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_560455_57.jpg
[],train,image325732,325732,93,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_325732_93.jpg
[],train,image560547,560547,88,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_560547_88.jpg
[],train,image582332,582332,102,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_582332_102.jpg
[],train,image542837,542837,31,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_542837_31.jpg
[],train,image580671,580671,4,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_580671_4.jpg
[],train,image366418,366418,44,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_366418_44.jpg
[],train,image450387,450387,262,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_450387_262.jpg
[],train,image485804,485804,251,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_485804_251.jpg
[],train,image495295,495295,40,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_495295_40.jpg
[],train,image456439,456439,182,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_456439_182.jpg
[],train,image344737,344737,252,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_344737_252.jpg
[],train,image445861,445861,71,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_445861_71.jpg
[],train,image420367,420367,59,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_420367_59.jpg
[],train,image373682,373682,39,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_373682_39.jpg
[],train,image352344,352344,105,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_352344_105.jpg
[],train,image498664,498664,9,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_498664_9.jpg
[],train,image505059,505059,201,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_505059_201.jpg
[],train,image501861,501861,185,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_501861_185.jpg
[],train,image522878,522878,218,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/no_camera_train/strtV_image_522878_218.jpg
